#p01    #fam01  #n01    #color01
49837   13      1661    4
49861   13      1662    5
49967   13      1665    6
49973   13      1665    7
49979   13      1665    8
50071   13      1669    1
50089   13      1669    2
50201   13      1673    3
50281   13      1676    4
50303   13      1676    5
50407   13      1680    6
50479   13      1682    7
50491   13      1683    8
50633   13      1687    1
50669   13      1688    2
50701   13      1690    3
50711   13      1690    4
50837   13      1694    5
50869   13      1695    6
50911   13      1697    7
50963   13      1698    8
50977   13      1699    1
51121   13      1704    2
51221   13      1707    3
51259   13      1708    4
51293   13      1709    5
51331   13      1711    6
51359   13      1711    7
51541   13      1718    8
51547   13      1718    1
51623   13      1720    2
51649   13      1721    3
51707   13      1723    4
51731   13      1724    5
51751   13      1725    6
51953   13      1731    7
51961   13      1732    8
52039   13      1734    1
52049   13      1734    2
52117   13      1737    3
52171   13      1739    4
52241   13      1741    5
52283   13      1742    6
52381   13      1746    7
52429   13      1747    8
52577   13      1752    1
52591   13      1753    2
52613   13      1753    3
52687   13      1756    4
52739   13      1757    5
52751   13      1758    6
52801   13      1760    7
52819   13      1760    8
52943   13      1764    1
53011   13      1767    2
53209   13      1773    3
53221   13      1774    4
53257   13      1775    5
53261   13      1775    6
53273   13      1775    7
53429   13      1780    8
53431   13      1781    1
53447   13      1781    2
53599   13      1786    3
53603   13      1786    4
53641   13      1788    5
53771   13      1792    6
53827   13      1794    7
53851   13      1795    8
53933   13      1797    1
53989   13      1799    2
54061   13      1802    3
54119   13      1803    4
54263   13      1808    5
54271   13      1809    6
54281   13      1809    7
54317   13      1810    8
54379   13      1812    1
54397   13      1813    2
54481   13      1816    3
54593   13      1819    4
54691   13      1823    5
54769   13      1825    6
54791   13      1826    7
54809   13      1826    8
54901   13      1830    1
54923   13      1830    2
54967   13      1832    3
55111   13      1837    4
55159   13      1838    5
55187   13      1839    6
55253   13      1841    7
55301   13      1843    8
55321   13      1844    1
55499   13      1849    2
55531   13      1851    3
55537   13      1851    4
55549   13      1851    5
55583   13      1852    6
55741   13      1858    7
55811   13      1860    8
55913   13      1863    1
55939   13      1864    2
55951   13      1865    3
56057   13      1868    4
56107   13      1870    5
56161   13      1872    6
56189   13      1872    7
56243   13      1874    8
56321   13      1877    1
56329   13      1877    2
56371   13      1879    3
56573   13      1885    4
56581   13      1886    5
56677   13      1889    6
56719   13      1890    7
56791   13      1893    8
56831   13      1894    1
56879   13      1895    2
56903   13      1896    3
56927   13      1897    4
57001   13      1900    5
57109   13      1903    6
57211   13      1907    7
57233   13      1907    8
57247   13      1908    1
57341   13      1911    2
57421   13      1914    3
57499   13      1916    4
57563   13      1918    5
57569   13      1918    6
57631   13      1921    7
57797   13      1926    8
57817   13      1927    1
57841   13      1928    2
57851   13      1928    3
57889   13      1929    4
57893   13      1929    5
58051   13      1935    6
58223   13      1940    7
58259   13      1941    8
58261   13      1942    1
58279   13      1942    2
58361   13      1945    3
58387   13      1946    4
58471   13      1949    5
58553   13      1951    6
58667   13      1955    7
58669   13      1955    8
58681   13      1956    1
58871   13      1962    2
58883   13      1962    3
58891   13      1963    4
58949   13      1964    5
58957   13      1965    6
59059   13      1968    7
59101   13      1970    8
59213   13      1973    1
59311   13      1977    2
59381   13      1979    3
59449   13      1981    4
59521   13      1984    5
59527   13      1984    6
59537   13      1984    7
59543   13      1984    8
59639   13      1987    1
59731   13      1991    2
59839   13      1994    3
59873   13      1995    4
59891   13      1996    5
59941   13      1998    6
60097   13      2003    7
60151   13      2005    8
60203   13      2006    1
60229   13      2007    2
60329   13      2010    3
60361   13      2012    4
60401   13      2013    5
60407   13      2013    6
60533   13      2017    7
60571   13      2019    8
60619   13      2020    1
60667   13      2022    2
60781   13      2026    3
60863   13      2028    4
60911   13      2030    5
60991   13      2033    6
61009   13      2033    7
61019   13      2033    8
61193   13      2039    1
61201   13      2040    2
61237   13      2041    3
61277   13      2042    4
61399   13      2046    5
61411   13      2047    6
61421   13      2047    7
61523   13      2050    8
61621   13      2054    1
61709   13      2056    2
61789   13      2059    3
61807   13      2060    4
61831   13      2061    5
61853   13      2061    6
61931   13      2064    7
62041   13      2068    8
62147   13      2071    1
62179   13      2072    2
62183   13      2072    3
62251   13      2075    4
62377   13      2079    5
62399   13      2079    6
62441   13      2081    7
62461   13      2082    8
62513   13      2083    1
62569   13      2085    2
62671   13      2089    3
62843   13      2094    4
62881   13      2096    5
62947   13      2098    6
62951   13      2098    7
62959   13      2098    8
63017   13      2100    1
63089   13      2102    2
63091   13      2103    3
63173   13      2105    4
63301   13      2110    5
63349   13      2111    6
63461   13      2115    7
63503   13      2116    8
63511   13      2117    1
63517   13      2117    2
63721   13      2124    3
63739   13      2124    4
63779   13      2125    5
63833   13      2127    6
63887   13      2129    7
63931   13      2131    8
63971   13      2132    1
64087   13      2136    2
64129   13      2137    3
64141   13      2138    4
64163   13      2138    5
64351   13      2145    6
64469   13      2148    7
64481   13      2149    8
64493   13      2149    1
64519   13      2150    2
64561   13      2152    3
64657   13      2155    4
64757   13      2158    5
64771   13      2159    6
64823   13      2160    7
64909   13      2163    8
64991   13      2166    1
65153   13      2171    2
65159   13      2171    3
65227   13      2174    4
65299   13      2176    5
65483   13      2182    6
65501   13      2183    7
65627   13      2187    8
65689   13      2189    1
65797   13      2193    2
65813   13      2193    3
65849   13      2194    4
66011   13      2200    5
66079   13      2202    6
66143   13      2204    7
66367   13      2212    8
66469   13      2215    1
66473   13      2215    2
66497   13      2216    3
66521   13      2217    4
66539   13      2217    5
66803   13      2226    6
66859   13      2228    7
66937   13      2231    8
67031   13      2234    1
67133   13      2237    2
67229   13      2240    3
67249   13      2241    4
67367   13      2245    5
67463   13      2248    6
67507   13      2250    7
67541   13      2251    8
67639   13      2254    1
67793   13      2259    2
67919   13      2263    3
68029   13      2267    4
68051   13      2268    5
68077   13      2269    6
68123   13      2270    7
68237   13      2274    8
68419   13      2280    1
68453   13      2281    2
68561   13      2285    3
68609   13      2286    4
68647   13      2288    5
68783   13      2292    6
68809   13      2293    7
69071   13      2302    8
69107   13      2303    1
69113   13      2303    2
69199   13      2306    3
69217   13      2307    4
69299   13      2309    5
69443   13      2314    6
69581   13      2319    7
69589   13      2319    8
69773   13      2325    1
69787   13      2326    2
69977   13      2332    3
69979   13      2332    4
69989   13      2332    5
70091   13      2336    6
70103   13      2336    7
70357   13      2345    8
70369   13      2345    1
70433   13      2347    2
70601   13      2353    3
70679   13      2355    4
70759   13      2358    5
70763   13      2358    6
70847   13      2361    7
70927   13      2364    8
71093   13      2369    1
71111   13      2370    2
71149   13      2371    3
71369   13      2378    4
71423   13      2380    5
71497   13      2383    6
71539   13      2384    7
71621   13      2387    8
71717   13      2390    1
71753   13      2391    2
71929   13      2397    3
72059   13      2401    4
72067   13      2402    5
72083   13      2402    6
72131   13      2404    7
72319   13      2410    8
72413   13      2413    1
72587   13      2419    2
72637   13      2421    3
72641   13      2421    4
72709   13      2423    5
72743   13      2424    6
72749   13      2424    7
73073   13      2435    8
73099   13      2436    1
73151   13      2438    2
73207   13      2440    3
73403   13      2446    4
73439   13      2447    5
73457   13      2448    6
73489   13      2449    7
73661   13      2455    8
73733   13      2457    1
73777   13      2459    2
73879   13      2462    3
74063   13      2468    4
74129   13      2470    5
74171   13      2472    6
74269   13      2475    7
74327   13      2477    8
74347   13      2478    1
74393   13      2479    2
74659   13      2488    3
74681   13      2489    4
74723   13      2490    5
74819   13      2493    6
74917   13      2497    7
75049   13      2501    8
75053   13      2501    1
75191   13      2506    2
75197   13      2506    3
75383   13      2512    4
75439   13      2514    5
75487   13      2516    6
75509   13      2516    7
75701   13      2523    8
75713   13      2523    1
75829   13      2527    2
76043   13      2534    3
76057   13      2535    4
76067   13      2535    5
76199   13      2539    6
76211   13      2540    7
76219   13      2540    8
76373   13      2545    1
76609   13      2553    2
76627   13      2554    3
76703   13      2556    4
76721   13      2557    5
76889   13      2562    6
76937   13      2564    7
76999   13      2566    8
77033   13      2567    1
77197   13      2573    2
77231   13      2574    3
77363   13      2578    4
77389   13      2579    5
77579   13      2585    6
77693   13      2589    7
77741   13      2591    8
77767   13      2592    1
77779   13      2592    2
77807   13      2593    3
78023   13      2600    4
78169   13      2605    5
78251   13      2608    6
78269   13      2608    7
78337   13      2611    8
78353   13      2611    1
78559   13      2618    2
78677   13      2622    3
78683   13      2622    4
78761   13      2625    5
78907   13      2630    6
78949   13      2631    7
78959   13      2631    8
79013   13      2633    1
79271   13      2642    2
79339   13      2644    3
79343   13      2644    4
79477   13      2649    5
79547   13      2651    6
79649   13      2654    7
79673   13      2655    8
79729   13      2657    1
79781   13      2659    2
80003   13      2666    3
80047   13      2668    4
80119   13      2670    5
80291   13      2676    6
80333   13      2677    7
80339   13      2677    8
80417   13      2680    1
80509   13      2683    2
80617   13      2687    3
80663   13      2688    4
80801   13      2693    5
80899   13      2696    6
80993   13      2699    7
81029   13      2700    8
81187   13      2706    1
81287   13      2709    2
81289   13      2709    3
81311   13      2710    4
81323   13      2710    5
81653   13      2721    6
81679   13      2722    7
81719   13      2723    8
81757   13      2725    1
81821   13      2727    2
81983   13      2732    3
82069   13      2735    4
82157   13      2738    5
82313   13      2743    6
82327   13      2744    7
82331   13      2744    8
82409   13      2746    1
82459   13      2748    2
82643   13      2754    3
82841   13      2761    4
82849   13      2761    5
82897   13      2763    6
82973   13      2765    7
83027   13      2767    8
83099   13      2769    1
83239   13      2774    2
83303   13      2776    3
83351   13      2778    4
83467   13      2782    5
83629   13      2787    6
83633   13      2787    7
83789   13      2792    8
83861   13      2795    1
83897   13      2796    2
83963   13      2798    3
84019   13      2800    4
84037   13      2801    5
84293   13      2809    6
84371   13      2812    7
84409   13      2813    8
84479   13      2815    1
84607   13      2820    2
84623   13      2820    3
84767   13      2825    4
84799   13      2826    5
84881   13      2829    6
84953   13      2831    7
85169   13      2838    8
85177   13      2839    1
85189   13      2839    2
85283   13      2842    3
85391   13      2846    4
85579   13      2852    5
85613   13      2853    6
85637   13      2854    7
85747   13      2858    8
85859   13      2861    1
85901   13      2863    2
85943   13      2864    3
85969   13      2865    4
86273   13      2875    5
86317   13      2877    6
86359   13      2878    7
86411   13      2880    8
86507   13      2883    1
86549   13      2884    2
86603   13      2886    3
86749   13      2891    4
86887   13      2896    5
86921   13      2897    6
86933   13      2897    7
87139   13      2904    8
87239   13      2907    1
87263   13      2908    2
87377   13      2912    3
87431   13      2914    4
87457   13      2915    5
87529   13      2917    6
87593   13      2919    7
87919   13      2930    8
87923   13      2930    1
87929   13      2930    2
87941   13      2931    3
88027   13      2934    4
88247   13      2941    5
88253   13      2941    6
88309   13      2943    7
88451   13      2948    8
88583   13      2952    1
88597   13      2953    2
88619   13      2953    3
88699   13      2956    4
88913   13      2963    5
88961   13      2965    6
89089   13      2969    7
89117   13      2970    8
89167   13      2972    1
89243   13      2974    2
89309   13      2976    3
89471   13      2982    4
89479   13      2982    5
89573   13      2985    6
89737   13      2991    7
89869   13      2995    8
89903   13      2996    1
89981   13      2999    2
89987   13      2999    3
89999   13      2999    4
90233   13      3007    5
90259   13      3008    6
90307   13      3010    7
90491   13      3016    8
90563   13      3018    1
90649   13      3021    2
90689   13      3022    3
90857   13      3028    4
90877   13      3029    5
90893   13      3029    6
91001   13      3033    7
91039   13      3034    8
91223   13      3040    1
91379   13      3045    2
91429   13      3047    3
91447   13      3048    4
91511   13      3050    5
91553   13      3051    6
91727   13      3057    7
91819   13      3060    8
91883   13      3062    1
92017   13      3067    2
92021   13      3067    3
92069   13      3068    4
92209   13      3073    5
92213   13      3073    6
92531   13      3084    7
92543   13      3084    8
92587   13      3086    1
92597   13      3086    2
92599   13      3086    3
92759   13      3091    4
92873   13      3095    5
92989   13      3099    6
93041   13      3101    7
93157   13      3105    8
93203   13      3106    1
93379   13      3112    2
93449   13      3114    3
93467   13      3115    4
93533   13      3117    5
93551   13      3118    6
93727   13      3124    7
93769   13      3125    8
93863   13      3128    1
94061   13      3135    2
94139   13      3137    3
94159   13      3138    4
94193   13      3139    5
94297   13      3143    6
94337   13      3144    7
94523   13      3150    8
94549   13      3151    1
94571   13      3152    2
94829   13      3160    3
94853   13      3161    4
94867   13      3162    5
94939   13      3164    6
95081   13      3169    7
95183   13      3172    8
95207   13      3173    1
95329   13      3177    2
95437   13      3181    3
95513   13      3183    4
95519   13      3183    5
95591   13      3186    6
95719   13      3190    7
95843   13      3194    8
96007   13      3200    1
96077   13      3202    2
96101   13      3203    3
96109   13      3203    4
96173   13      3205    5
96209   13      3206    6
96499   13      3216    7
96503   13      3216    8
96577   13      3219    1
96611   13      3220    2
96833   13      3227    3
96889   13      3229    4
96899   13      3229    5
96947   13      3231    6
97121   13      3237    7
97147   13      3238    8
97163   13      3238    1
97279   13      3242    2
97493   13      3249    3
97589   13      3252    4
97631   13      3254    5
97669   13      3255    6
97717   13      3257    7
97817   13      3260    8
97823   13      3260    1
98059   13      3268    2
98141   13      3271    3
98153   13      3271    4
98279   13      3275    5
98287   13      3276    6
98449   13      3281    7
98483   13      3282    8
98651   13      3288    1
98687   13      3289    2
98813   13      3293    3
98839   13      3294    4
98857   13      3295    5
98969   13      3298    6
99143   13      3304    7
99161   13      3305    8
99229   13      3307    1
99427   13      3314    2
99473   13      3315    3
99557   13      3318    4
99619   13      3320    5
99659   13      3321    6
99671   13      3322    7
99803   13      3326    8
99997   13      3333    1
100009  13      3333    2
100133  13      3337    3
100181  13      3339    4
100349  13      3344    5
100399  13      3346    6
100427  13      3347    7
100463  13      3348    8
100567  13      3352    1
100691  13      3356    2
100789  13      3359    3
100793  13      3359    4
101039  13      3367    5
101123  13      3370    6
101137  13      3371    7
101179  13      3372    8
101201  13      3373    1
101297  13      3376    2
101453  13      3381    3
101569  13      3385    4
101707  13      3390    5
101711  13      3390    6
101729  13      3390    7
101783  13      3392    8
101959  13      3398    1
102167  13      3405    2
102221  13      3407    3
102277  13      3409    4
102349  13      3411    5
102419  13      3413    6
102731  13      3424    7
102739  13      3424    8
102847  13      3428    1
103037  13      3434    2
103109  13      3436    3
103129  13      3437    4
103241  13      3441    5
103417  13      3447    6
103519  13      3450    7
103751  13      3458    8
103799  13      3459    1
103907  13      3463    2
103909  13      3463    3
103987  13      3466    4
104261  13      3475    5
104299  13      3476    6
104489  13      3482    7
104557  13      3485    8
104689  13      3489    1
104771  13      3492    2
104777  13      3492    3
105079  13      3502    4
105127  13      3504    5
105179  13      3505    6
105281  13      3509    7
105469  13      3515    8
105647  13      3521    1
105697  13      3523    2
105791  13      3526    3
105859  13      3528    4
105869  13      3528    5
106249  13      3541    6
106267  13      3542    7
106301  13      3543    8
106517  13      3550    1
106559  13      3551    2
106639  13      3554    3
106811  13      3560    4
106837  13      3561    5
107029  13      3567    6
107249  13      3574    7
107321  13      3577    8
107387  13      3579    1
107407  13      3580    2
107419  13      3580    3
107809  13      3593    4
107831  13      3594    5
107939  13      3597    6
107977  13      3599    7
108199  13      3606    8
108257  13      3608    1
108341  13      3611    2
108547  13      3618    3
108589  13      3619    4
108629  13      3620    5
108851  13      3628    6
108979  13      3632    7
109117  13      3637    8
109127  13      3637    1
109319  13      3643    2
109361  13      3645    3
109369  13      3645    4
109687  13      3656    5
109759  13      3658    6
109871  13      3662    7
109997  13      3666    8
110009  13      3666    1
110149  13      3671    2
110257  13      3675    3
110381  13      3679    4
110539  13      3684    5
110699  13      3689    6
110827  13      3694    7
110867  13      3695    8
110891  13      3696    1
110929  13      3697    2
111319  13      3710    3
111389  13      3712    4
111397  13      3713    5
111401  13      3713    6
111709  13      3723    7
111737  13      3724    8
111911  13      3730    1
111967  13      3732    2
112079  13      3735    3
112099  13      3736    4
112421  13      3747    5
112489  13      3749    6
112537  13      3751    7
112607  13      3753    8
112769  13      3758    1
112879  13      3762    2
112931  13      3764    3
113107  13      3770    4
113269  13      3775    5
113441  13      3781    6
113459  13      3781    7
113477  13      3782    8
113659  13      3788    1
113677  13      3789    2
113951  13      3798    3
114049  13      3801    4
114149  13      3804    5
114247  13      3808    6
114347  13      3811    7
114439  13      3814    8
114461  13      3815    1
114817  13      3827    2
114829  13      3827    3
114839  13      3827    4
114971  13      3832    5
115217  13      3840    6
115219  13      3840    7
115387  13      3846    8
115481  13      3849    1
115529  13      3850    2
115609  13      3853    3
115957  13      3865    4
115991  13      3866    5
115999  13      3866    6
116087  13      3869    7
116219  13      3873    8
116389  13      3879    1
116501  13      3883    2
116527  13      3884    3
116779  13      3892    4
116909  13      3896    5
116957  13      3898    6
117011  13      3900    7
117097  13      3903    8
117169  13      3905    1
117521  13      3917    2
117559  13      3918    3
117599  13      3919    4
117667  13      3922    5
117827  13      3927    6
117949  13      3931    7
118031  13      3934    8
118237  13      3941    1
118289  13      3942    2
118339  13      3944    3
118541  13      3951    4
118697  13      3956    5
118729  13      3957    6
118807  13      3960    7
118979  13      3965    8
119051  13      3968    1
119119  13      3970    2
119377  13      3979    3
119509  13      3983    4
119561  13      3985    5
119567  13      3985    6
119669  13      3988    7
119899  13      3996    8
119947  13      3998    1
120071  13      4002    2
120289  13      4009    3
120359  13      4011    4
120437  13      4014    5
120517  13      4017    6
120581  13      4019    7
121049  13      4034    8
121087  13      4036    1
121091  13      4036    2
121307  13      4043    3
121601  13      4053    4
121657  13      4055    5
121739  13      4057    6
122111  13      4070    7
122177  13      4072    8
122227  13      4074    1
122429  13      4080    2
122621  13      4087    3
122797  13      4093    4
123047  13      4101    5
123119  13      4103    6
123131  13      4104    7
123367  13      4112    8
123641  13      4121    1
123809  13      4126    2
123917  13      4130    3
123937  13      4131    4
124151  13      4138    5
124499  13      4149    6
124507  13      4150    7
124661  13      4155    8
124787  13      4159    1
125077  13      4169    2
125171  13      4172    3
125189  13      4172    4
125647  13      4188    5
125657  13      4188    6
125681  13      4189    7
125879  13      4195    8
126191  13      4206    1
126217  13      4207    2
126527  13      4217    3
126569  13      4218    4
126701  13      4223    5
126787  13      4226    6
127211  13      4240    7
127259  13      4241    8
127357  13      4245    1
127397  13      4246    2
127721  13      4257    3
127927  13      4264    4
127949  13      4264    5
128231  13      4274    6
128267  13      4275    7
128497  13      4283    8
128639  13      4287    1
128741  13      4291    2
129067  13      4302    3
129137  13      4304    4
129251  13      4308    5
129329  13      4310    6
129637  13      4321    7
129761  13      4325    8
130007  13      4333    1
130019  13      4333    2
130207  13      4340    3
130271  13      4342    4
130709  13      4356    5
130777  13      4359    6
130781  13      4359    7
130877  13      4362    8
131291  13      4376    1
131347  13      4378    2
131399  13      4379    3
131747  13      4391    4
131801  13      4393    5
131917  13      4397    6
132089  13      4402    7
132311  13      4410    8
132487  13      4416    1
132617  13      4420    2
132779  13      4425    3
132821  13      4427    4
133057  13      4435    5
133331  13      4444    6
133469  13      4448    7
133487  13      4449    8
133627  13      4454    1
133841  13      4461    2
134159  13      4471    3
134197  13      4473    4
134351  13      4478    5
134357  13      4478    6
134767  13      4492    7
134849  13      4494    8
134861  13      4495    1
135227  13      4507    2
135337  13      4511    3
135371  13      4512    4
135539  13      4517    5
135881  13      4529    6
135907  13      4530    7
136097  13      4536    8
136229  13      4540    1
136391  13      4546    2
136477  13      4549    3
136901  13      4563    4
136919  13      4563    5
136967  13      4565    6
137047  13      4568    7
137411  13      4580    8
137609  13      4586    1
137617  13      4587    2
137837  13      4594    3
137921  13      4597    4
138187  13      4606    5
138299  13      4609    6
138431  13      4614    7
138707  13      4623    8
138757  13      4625    1
138941  13      4631    2
138989  13      4632    3
139327  13      4644    4
139451  13      4648    5
139577  13      4652    6
139679  13      4655    7
139897  13      4663    8
139961  13      4665    1
140369  13      4678    2
140447  13      4681    3
140467  13      4682    4
140471  13      4682    5
140981  13      4699    6
141037  13      4701    7
141059  13      4701    8
141317  13      4710    1
141491  13      4716    2
141607  13      4720    3
141749  13      4724    4
142001  13      4733    5
142177  13      4739    6
142187  13      4739    7
142439  13      4747    8
142511  13      4750    1
142747  13      4758    2
143021  13      4767    3
143057  13      4768    4
143129  13      4770    5
143317  13      4777    6
143531  13      4784    7
143819  13      4793    8
143887  13      4796    1
143927  13      4797    2
144041  13      4801    3
144457  13      4815    4
144509  13      4816    5
144551  13      4818    6
144797  13      4826    7
145027  13      4834    8
145061  13      4835    1
145199  13      4839    2
145571  13      4852    3
145597  13      4853    4
145667  13      4855    5
145889  13      4862    6
146081  13      4869    7
146167  13      4872    8
146537  13      4884    1
146579  13      4885    2
146591  13      4886    3
146737  13      4891    4
147101  13      4903    5
147269  13      4908    6
147307  13      4910    7
147407  13      4913    8
147611  13      4920    1
147877  13      4929    2
147959  13      4931    3
148121  13      4937    4
148277  13      4942    5
148447  13      4948    6
148631  13      4954    7
148649  13      4954    8
149017  13      4967    1
149141  13      4971    2
149147  13      4971    3
149339  13      4977    4
149587  13      4986    5
149651  13      4988    6
150017  13      5000    7
150029  13      5000    8
150157  13      5005    1
150161  13      5005    2
150671  13      5022    3
150719  13      5023    4
150727  13      5024    5
150887  13      5029    6
151181  13      5039    7
151297  13      5043    8
151409  13      5046    1
151691  13      5056    2
151757  13      5058    3
151867  13      5062    4
152099  13      5069    5
152201  13      5073    6
152437  13      5081    7
152627  13      5087    8
152711  13      5090    1
152789  13      5092    2
153007  13      5100    3
153221  13      5107    4
153479  13      5115    5
153497  13      5116    6
153577  13      5119    7
153731  13      5124    8
154147  13      5138    1
154169  13      5138    2
154241  13      5141    3
154367  13      5145    4
154717  13      5157    5
154751  13      5158    6
154859  13      5161    7
155237  13      5174    8
155261  13      5175    1
155287  13      5176    2
155549  13      5184    3
155771  13      5192    4
155857  13      5195    5
156107  13      5203    6
156239  13      5207    7
156281  13      5209    8
156427  13      5214    1
156791  13      5226    2
156929  13      5230    3
156977  13      5232    4
156997  13      5233    5
157301  13      5243    6
157567  13      5252    7
157619  13      5253    8
157847  13      5261    1
158137  13      5271    2
158309  13      5276    3
158707  13      5290    4
158717  13      5290    5
158999  13      5299    6
159277  13      5309    7
159587  13      5319    8
159689  13      5322    1
159847  13      5328    2
160379  13      5345    3
160417  13      5347    4
160457  13      5348    5
160987  13      5366    6
161069  13      5368    7
161327  13      5377    8
161557  13      5385    1
161759  13      5391    2
162127  13      5404    3
162197  13      5406    4
162449  13      5414    5
162697  13      5423    6
163067  13      5435    7
163139  13      5437    8
163267  13      5442    1
163829  13      5460    2
163837  13      5461    3
163937  13      5464    4
164407  13      5480    5
164519  13      5483    6
164807  13      5493    7
164977  13      5499    8
165209  13      5506    1
165547  13      5518    2
165677  13      5522    3
165899  13      5529    4
166117  13      5537    5
166547  13      5551    6
166589  13      5552    7
166687  13      5556    8
167257  13      5575    1
167279  13      5575    2
167417  13      5580    3
167827  13      5594    4
167969  13      5598    5
168287  13      5609    6
168397  13      5613    7
168659  13      5621    8
168967  13      5632    1
169157  13      5638    2
169349  13      5644    3
169537  13      5651    4
170027  13      5667    5
170039  13      5667    6
170107  13      5670    7
170677  13      5689    8
170729  13      5690    1
170897  13      5696    2
171247  13      5708    3
171419  13      5713    4
171767  13      5725    5
171817  13      5727    6
172109  13      5736    7
172387  13      5746    8
172637  13      5754    1
172799  13      5759    2
172957  13      5765    3
173489  13      5782    4
173507  13      5783    5
173527  13      5784    6
174097  13      5803    7
174179  13      5805    8
174377  13      5812    1
174667  13      5822    2
174869  13      5828    3
175237  13      5841    4
175247  13      5841    5
175559  13      5851    6
175807  13      5860    7
176117  13      5870    8
176249  13      5874    1
176939  13      5897    2
176987  13      5899    3
177629  13      5920    4
177857  13      5928    5
178319  13      5943    6
178727  13      5957    7
179009  13      5966    8
179597  13      5986    1
179699  13      5989    2
180389  13      6012    3
180467  13      6015    4
181079  13      6035    5
181337  13      6044    6
181769  13      6058    7
182207  13      6073    8
182459  13      6081    1
183077  13      6102    2
183149  13      6104    3
183839  13      6127    4
183947  13      6131    5
184529  13      6150    6
184817  13      6160    7
185219  13      6173    8
185687  13      6189    1
185909  13      6196    2
186557  13      6218    3
186599  13      6219    4
187289  13      6242    5
187427  13      6247    6
187979  13      6265    7
188297  13      6276    8
188669  13      6288    1
189167  13      6305    2
189359  13      6311    3
190037  13      6334    4
190049  13      6334    5
190739  13      6357    6
190907  13      6363    7
191429  13      6380    8
191777  13      6392    1
192119  13      6403    2
192647  13      6421    3
192809  13      6426    4
193499  13      6449    5
193517  13      6450    6
194189  13      6472    7
194387  13      6479    8
194879  13      6495    1
195257  13      6508    2
195569  13      6518    3
196127  13      6537    4
196259  13      6541    5
196949  13      6564    6
196997  13      6566    7
197639  13      6587    8
197867  13      6595    1
198329  13      6610    2
198737  13      6624    3
199019  13      6633    4
199607  13      6653    5
199709  13      6656    6
200399  13      6679    7
200477  13      6682    8
201089  13      6702    1
201347  13      6711    2
201779  13      6725    3
202217  13      6740    4
202469  13      6748    5
203087  13      6769    6
203159  13      6771    7
203849  13      6794    8
203957  13      6798    1
204539  13      6817    2
204827  13      6827    3
205229  13      6840    4
205697  13      6856    5
205919  13      6863    6
206567  13      6885    7
206609  13      6886    8
207299  13      6909    1
207437  13      6914    2
207989  13      6932    3
208307  13      6943    4
208679  13      6955    5
209177  13      6972    6
209369  13      6978    7
210047  13      7001    8
210059  13      7001    1
210749  13      7024    2
210917  13      7030    3
211439  13      7047    4
211787  13      7059    5
212129  13      7070    6
212657  13      7088    7
212819  13      7093    8
213527  13      7117    1
214397  13      7146    2
215267  13      7175    3
216137  13      7204    4
217007  13      7233    5
217877  13      7262    6
218747  13      7291    7
219617  13      7320    8
220487  13      7349    1
221357  13      7378    2
222227  13      7407    3
223097  13      7436    4
223967  13      7465    5
224837  13      7494    6
225707  13      7523    7
226577  13      7552    8
227447  13      7581    1
228317  13      7610    2
229187  13      7639    3
230057  13      7668    4
230927  13      7697    5
231797  13      7726    6
232667  13      7755    7
233537  13      7784    8
234407  13      7813    1
235277  13      7842    2
236147  13      7871    3
237017  13      7900    4
237887  13      7929    5
238757  13      7958    6
239627  13      7987    7
240497  13      8016    8
241367  13      8045    1
242237  13      8074    2
243107  13      8103    3
243977  13      8132    4
244847  13      8161    5
245717  13      8190    6
246587  13      8219    7
247457  13      8248    8
248327  13      8277    1
249197  13      8306    2
250067  13      8335    3
250937  13      8364    4
251807  13      8393    5
252677  13      8422    6
253547  13      8451    7
254417  13      8480    8
255287  13      8509    1
256157  13      8538    2
257027  13      8567    3
257897  13      8596    4
258767  13      8625    5
259637  13      8654    6
260507  13      8683    7
261377  13      8712    8
262247  13      8741    1
263117  13      8770    2
263987  13      8799    3
264857  13      8828    4
265727  13      8857    5
266597  13      8886    6
267467  13      8915    7
268337  13      8944    8



#p17    #fam17  #n17    #color17
17      17      0       1
47      17      1       2
77      17      2       3
107     17      3       4
119     17      3       5
137     17      4       6
167     17      5       7
187     17      6       8
197     17      6       1
221     17      7       2
227     17      7       3
257     17      8       4
287     17      9       5
289     17      9       6
317     17      10      7
323     17      10      8
329     17      10      1
347     17      11      2
377     17      12      3
391     17      13      4
407     17      13      5
437     17      14      6
467     17      15      7
493     17      16      8
497     17      16      1
517     17      17      2
527     17      17      3
539     17      17      4
557     17      18      5
587     17      19      6
611     17      20      7
617     17      20      8
647     17      21      1
677     17      22      2
707     17      23      3
737     17      24      4
749     17      24      5
767     17      25      6
797     17      26      7
799     17      26      8
827     17      27      1
847     17      28      2
857     17      28      3
887     17      29      4
893     17      29      5
917     17      30      6
947     17      31      7
959     17      31      8
977     17      32      1
1001    17      33      2
1007    17      33      3
1037    17      34      4
1067    17      35      5
1081    17      36      6
1097    17      36      7
1127    17      37      8
1157    17      38      1
1169    17      38      2
1177    17      39      3
1187    17      39      4
1217    17      40      5
1247    17      41      6
1277    17      42      7
1307    17      43      8
1309    17      43      1
1337    17      44      2
1363    17      45      3
1367    17      45      4
1379    17      45      5
1391    17      46      6
1397    17      46      7
1427    17      47      8
1457    17      48      1
1463    17      48      2
1487    17      49      3
