#x,y,z,prime,color
x,y,z,prime,pcolor
01,01,12284,368521,BLUE
01,01,12285,368551,BLUE
01,01,1229,36871,BLUE
01,01,12293,368791,BLUE
01,01,12296,368881,BLUE
01,01,12297,368911,BLUE
01,01,123,3691,BLUE
01,01,1230,36901,BLUE
01,01,12306,369181,BLUE
01,01,12307,369211,BLUE
01,01,1231,36931,BLUE
01,01,12310,369301,BLUE
01,01,12311,369331,BLUE
01,01,12312,369361,BLUE
01,01,12322,369661,BLUE
01,01,12325,369751,BLUE
01,01,12328,369841,BLUE
01,01,12332,369961,BLUE
01,01,12333,369991,BLUE
01,01,12334,370021,BLUE
01,01,12336,370081,BLUE
01,01,1234,37021,BLUE
01,01,12342,370261,BLUE
01,01,12347,370411,BLUE
01,01,12348,370441,BLUE
01,01,12349,370471,BLUE
01,01,12352,370561,BLUE
01,01,12360,370801,BLUE
01,01,12363,370891,BLUE
01,01,12369,371071,BLUE
01,01,12371,371131,BLUE
01,01,12373,371191,BLUE
01,01,12375,371251,BLUE
01,01,12376,371281,BLUE
01,01,12377,371311,BLUE
01,01,12378,371341,BLUE
01,01,12383,371491,BLUE
01,01,1239,37171,BLUE
01,01,12395,371851,BLUE
01,01,12398,371941,BLUE
01,01,12399,371971,BLUE
01,01,1240,37201,BLUE
01,01,12402,372061,BLUE
01,01,12404,372121,BLUE
01,01,12408,372241,BLUE
01,01,12409,372271,BLUE
01,01,12415,372451,BLUE
01,01,12416,372481,BLUE
01,01,12417,372511,BLUE
01,01,12422,372661,BLUE
01,01,12425,372751,BLUE
01,01,12429,372871,BLUE
01,01,12430,372901,BLUE
01,01,12439,373171,BLUE
01,01,1244,37321,BLUE
01,01,12441,373231,BLUE
01,01,12443,373291,BLUE
01,01,12450,373501,BLUE
01,01,12452,373561,BLUE
01,01,12454,373621,BLUE
01,01,12462,373861,BLUE
01,01,12465,373951,BLUE
01,01,12466,373981,BLUE
01,01,12468,374041,BLUE
01,01,1248,37441,BLUE
01,01,12482,374461,BLUE
01,01,12488,374641,BLUE
01,01,12490,374701,BLUE
01,01,12492,374761,BLUE
01,01,1250,37501,BLUE
01,01,12503,375091,BLUE
01,01,12504,375121,BLUE
01,01,12513,375391,BLUE
01,01,12515,375451,BLUE
01,01,12516,375481,BLUE
01,01,12517,375511,BLUE
01,01,1252,37561,BLUE
01,01,12521,375631,BLUE
01,01,12528,375841,BLUE
01,01,1253,37591,BLUE
01,01,12530,375901,BLUE
01,01,12531,375931,BLUE
01,01,12534,376021,BLUE
01,01,12536,376081,BLUE
01,01,12539,376171,BLUE
01,01,12541,376231,BLUE
01,01,12543,376291,BLUE
01,01,12545,376351,BLUE
01,01,12549,376471,BLUE
01,01,12550,376501,BLUE
01,01,12551,376531,BLUE
01,01,12560,376801,BLUE
01,01,12563,376891,BLUE
01,01,12564,376921,BLUE
01,01,12567,377011,BLUE
01,01,12569,377071,BLUE
01,01,12579,377371,BLUE
01,01,12583,377491,BLUE
01,01,12584,377521,BLUE
01,01,12586,377581,BLUE
01,01,12592,377761,BLUE
01,01,12595,377851,BLUE
01,01,12597,377911,BLUE
01,01,12605,378151,BLUE
01,01,12608,378241,BLUE
01,01,1261,37831,BLUE
01,01,12612,378361,BLUE
01,01,12619,378571,BLUE
01,01,1262,37861,BLUE
01,01,12620,378601,BLUE
01,01,12622,378661,BLUE
01,01,12623,378691,BLUE
01,01,12630,378901,BLUE
01,01,12636,379081,BLUE
01,01,12648,379441,BLUE
01,01,1265,37951,BLUE
01,01,12650,379501,BLUE
01,01,12651,379531,BLUE
01,01,12656,379681,BLUE
01,01,12668,380041,BLUE
01,01,12669,380071,BLUE
