#x,y,z,prime,color
x,y,z,prime,pcolor

NUMBER  PFLAG   x,y,z,prime,pcolor
389117  P       17,17,12970,389117,GOLD
389141  P       11,11,12971,389141,RED
389149  P       19,19,12971,389149,RED
389161  P       01,01,12972,389161,BLUE
389167  P       07,07,12972,389167,GREEN
389171  P       11,11,12972,389171,RED
389173  P       13,13,12972,389173,GOLD
389189  P       29,29,12972,389189,BLUE
389219  P       29,29,12973,389219,BLUE
389227  P       07,07,12974,389227,GREEN
389231  P       11,11,12974,389231,RED
389269  P       19,19,12975,389269,RED
389273  P       23,23,12975,389273,GREEN
389287  P       07,07,12976,389287,GREEN
389297  P       17,17,12976,389297,GOLD
389299  P       19,19,12976,389299,RED
389303  P       23,23,12976,389303,GREEN
389357  P       17,17,12978,389357,GOLD
389369  P       29,29,12978,389369,BLUE
389381  P       11,11,12979,389381,RED
389399  P       29,29,12979,389399,BLUE
389401  P       01,01,12980,389401,BLUE
389437  P       07,07,12981,389437,GREEN
389447  P       17,17,12981,389447,GOLD
389461  P       01,01,12982,389461,BLUE
389479  P       19,19,12982,389479,RED
389483  P       23,23,12982,389483,GREEN
389507  P       17,17,12983,389507,GOLD
389513  P       23,23,12983,389513,GREEN
389527  P       07,07,12984,389527,GREEN
389531  P       11,11,12984,389531,RED
389533  P       13,13,12984,389533,GOLD
389539  P       19,19,12984,389539,RED
389561  P       11,11,12985,389561,RED
389563  P       13,13,12985,389563,GOLD
389567  P       17,17,12985,389567,GOLD
389569  P       19,19,12985,389569,RED
389579  P       29,29,12985,389579,BLUE
389591  P       11,11,12986,389591,RED
389621  P       11,11,12987,389621,RED
389629  P       19,19,12987,389629,RED
389651  P       11,11,12988,389651,RED
389659  P       19,19,12988,389659,RED
389663  P       23,23,12988,389663,GREEN
389687  P       17,17,12989,389687,GOLD
389699  P       29,29,12989,389699,BLUE
389713  P       13,13,12990,389713,GOLD
389723  P       23,23,12990,389723,GREEN
389743  P       13,13,12991,389743,GOLD
389749  P       19,19,12991,389749,RED
389761  P       01,01,12992,389761,BLUE
389773  P       13,13,12992,389773,GOLD
389783  P       23,23,12992,389783,GREEN
389791  P       01,01,12993,389791,BLUE
389797  P       07,07,12993,389797,GREEN
389819  P       29,29,12993,389819,BLUE
389839  P       19,19,12994,389839,RED
389849  P       29,29,12994,389849,BLUE
389867  P       17,17,12995,389867,GOLD
389891  P       11,11,12996,389891,RED
389897  P       17,17,12996,389897,GOLD
389903  P       23,23,12996,389903,GREEN
389911  P       01,01,12997,389911,BLUE
389923  P       13,13,12997,389923,GOLD
389927  P       17,17,12997,389927,GOLD
389941  P       01,01,12998,389941,BLUE
389947  P       07,07,12998,389947,GREEN
389953  P       13,13,12998,389953,GOLD
389957  P       17,17,12998,389957,GOLD
389971  P       01,01,12999,389971,BLUE
389981  P       11,11,12999,389981,RED
389989  P       19,19,12999,389989,RED
389999  P       29,29,12999,389999,BLUE
390001  P       01,01,13000,390001,BLUE
390043  P       13,13,13001,390043,GOLD
390067  P       07,07,13002,390067,GREEN
390077  P       17,17,13002,390077,GOLD
390083  P       23,23,13002,390083,GREEN
390097  P       07,07,13003,390097,GREEN
390101  P       11,11,13003,390101,RED
390107  P       17,17,13003,390107,GOLD
390109  P       19,19,13003,390109,RED
390113  P       23,23,13003,390113,GREEN
390119  P       29,29,13003,390119,BLUE
390151  P       01,01,13005,390151,BLUE
390157  P       07,07,13005,390157,GREEN
390161  P       11,11,13005,390161,RED
390191  P       11,11,13006,390191,RED
390193  P       13,13,13006,390193,GOLD
390199  P       19,19,13006,390199,RED
390209  P       29,29,13006,390209,BLUE
390211  P       01,01,13007,390211,BLUE
390223  P       13,13,13007,390223,GOLD
390263  P       23,23,13008,390263,GREEN
390281  P       11,11,13009,390281,RED
390289  P       19,19,13009,390289,RED
390307  P       07,07,13010,390307,GREEN
390323  P       23,23,13010,390323,GREEN
390343  P       13,13,13011,390343,GOLD
390347  P       17,17,13011,390347,GOLD
390353  P       23,23,13011,390353,GREEN
390359  P       29,29,13011,390359,BLUE
390367  P       07,07,13012,390367,GREEN
390373  P       13,13,13012,390373,GOLD
390389  P       29,29,13012,390389,BLUE
390391  P       01,01,13013,390391,BLUE
390407  P       17,17,13013,390407,GOLD
390413  P       23,23,13013,390413,GREEN
390419  P       29,29,13013,390419,BLUE
390421  P       01,01,13014,390421,BLUE
390433  P       13,13,13014,390433,GOLD
390437  P       17,17,13014,390437,GOLD
390449  P       29,29,13014,390449,BLUE
390463  P       13,13,13015,390463,GOLD
390479  P       29,29,13015,390479,BLUE
390487  P       07,07,13016,390487,GREEN
390491  P       11,11,13016,390491,RED
390493  P       13,13,13016,390493,GOLD
390499  P       19,19,13016,390499,RED
390503  P       23,23,13016,390503,GREEN
390527  P       17,17,13017,390527,GOLD
390539  P       29,29,13017,390539,BLUE
390553  P       13,13,13018,390553,GOLD
390581  P       11,11,13019,390581,RED
390647  P       17,17,13021,390647,GOLD
390653  P       23,23,13021,390653,GREEN
390671  P       11,11,13022,390671,RED
390673  P       13,13,13022,390673,GOLD
390703  P       13,13,13023,390703,GOLD
390707  P       17,17,13023,390707,GOLD
390721  P       01,01,13024,390721,BLUE
390727  P       07,07,13024,390727,GREEN
390737  P       17,17,13024,390737,GOLD
390739  P       19,19,13024,390739,RED
390743  P       23,23,13024,390743,GREEN
390751  P       01,01,13025,390751,BLUE
390763  P       13,13,13025,390763,GOLD
390781  P       01,01,13026,390781,BLUE
390791  P       11,11,13026,390791,RED
390809  P       29,29,13026,390809,BLUE
390821  P       11,11,13027,390821,RED
390829  P       19,19,13027,390829,RED
390851  P       11,11,13028,390851,RED
390869  P       29,29,13028,390869,BLUE
390877  P       07,07,13029,390877,GREEN
390883  P       13,13,13029,390883,GOLD
390889  P       19,19,13029,390889,RED
390893  P       23,23,13029,390893,GREEN
390953  P       23,23,13031,390953,GREEN
390959  P       29,29,13031,390959,BLUE
390961  P       01,01,13032,390961,BLUE
390967  P       07,07,13032,390967,GREEN
390989  P       29,29,13032,390989,BLUE
390991  P       01,01,13033,390991,BLUE
391009  P       19,19,13033,391009,RED
391019  P       29,29,13033,391019,BLUE
391021  P       01,01,13034,391021,BLUE
391031  P       11,11,13034,391031,RED
391049  P       29,29,13034,391049,BLUE
391057  P       07,07,13035,391057,GREEN
391063  P       13,13,13035,391063,GOLD
391067  P       17,17,13035,391067,GOLD
391073  P       23,23,13035,391073,GREEN
391103  P       23,23,13036,391103,GREEN
391117  P       07,07,13037,391117,GREEN
391133  P       23,23,13037,391133,GREEN
391151  P       11,11,13038,391151,RED
391159  P       19,19,13038,391159,RED
391163  P       23,23,13038,391163,GREEN
391177  P       07,07,13039,391177,GREEN
391199  P       29,29,13039,391199,BLUE
391217  P       17,17,13040,391217,GOLD
391219  P       19,19,13040,391219,RED
391231  P       01,01,13041,391231,BLUE
391247  P       17,17,13041,391247,GOLD
391249  P       19,19,13041,391249,RED
391273  P       13,13,13042,391273,GOLD
391283  P       23,23,13042,391283,GREEN
391291  P       01,01,13043,391291,BLUE
391301  P       11,11,13043,391301,RED
391331  P       11,11,13044,391331,RED
391337  P       17,17,13044,391337,GOLD
391351  P       01,01,13045,391351,BLUE
391367  P       17,17,13045,391367,GOLD
391373  P       23,23,13045,391373,GREEN
391379  P       29,29,13045,391379,BLUE
391387  P       07,07,13046,391387,GREEN
391393  P       13,13,13046,391393,GOLD
391397  P       17,17,13046,391397,GOLD
391399  P       19,19,13046,391399,RED
391403  P       23,23,13046,391403,GREEN
391441  P       01,01,13048,391441,BLUE
391451  P       11,11,13048,391451,RED
391453  P       13,13,13048,391453,GOLD
391487  P       17,17,13049,391487,GOLD
391519  P       19,19,13050,391519,RED
391537  P       07,07,13051,391537,GREEN
391553  P       23,23,13051,391553,GREEN
391579  P       19,19,13052,391579,RED
391613  P       23,23,13053,391613,GREEN
391619  P       29,29,13053,391619,BLUE
391627  P       07,07,13054,391627,GREEN
391631  P       11,11,13054,391631,RED
391639  P       19,19,13054,391639,RED
391661  P       11,11,13055,391661,RED
391679  P       29,29,13055,391679,BLUE
391691  P       11,11,13056,391691,RED
391693  P       13,13,13056,391693,GOLD
391711  P       01,01,13057,391711,BLUE
391717  P       07,07,13057,391717,GREEN
391733  P       23,23,13057,391733,GREEN
391739  P       29,29,13057,391739,BLUE
391751  P       11,11,13058,391751,RED
391753  P       13,13,13058,391753,GOLD
391757  P       17,17,13058,391757,GOLD
391789  P       19,19,13059,391789,RED
391801  P       01,01,13060,391801,BLUE
391817  P       17,17,13060,391817,GOLD
391823  P       23,23,13060,391823,GREEN
391847  P       17,17,13061,391847,GOLD
391861  P       01,01,13062,391861,BLUE
391873  P       13,13,13062,391873,GOLD
391879  P       19,19,13062,391879,RED
391889  P       29,29,13062,391889,BLUE
391891  P       01,01,13063,391891,BLUE
391903  P       13,13,13063,391903,GOLD
391907  P       17,17,13063,391907,GOLD
391921  P       01,01,13064,391921,BLUE
391939  P       19,19,13064,391939,RED
391961  P       11,11,13065,391961,RED
391967  P       17,17,13065,391967,GOLD
391987  P       07,07,13066,391987,GREEN
391999  P       19,19,13066,391999,RED
392011  P       01,01,13067,392011,BLUE
392033  P       23,23,13067,392033,GREEN
392053  P       13,13,13068,392053,GOLD
392059  P       19,19,13068,392059,RED
392069  P       29,29,13068,392069,BLUE
392087  P       17,17,13069,392087,GOLD
392099  P       29,29,13069,392099,BLUE
392101  P       01,01,13070,392101,BLUE
392111  P       11,11,13070,392111,RED
392113  P       13,13,13070,392113,GOLD
392131  P       01,01,13071,392131,BLUE
392143  P       13,13,13071,392143,GOLD
392149  P       19,19,13071,392149,RED
392153  P       23,23,13071,392153,GREEN
392159  P       29,29,13071,392159,BLUE
392177  P       17,17,13072,392177,GOLD
392201  P       11,11,13073,392201,RED
392209  P       19,19,13073,392209,RED
392213  P       23,23,13073,392213,GREEN
392221  P       01,01,13074,392221,BLUE
392233  P       13,13,13074,392233,GOLD
392239  P       19,19,13074,392239,RED
392251  P       01,01,13075,392251,BLUE
392261  P       11,11,13075,392261,RED
392263  P       13,13,13075,392263,GOLD
392267  P       17,17,13075,392267,GOLD
392269  P       19,19,13075,392269,RED
392279  P       29,29,13075,392279,BLUE
392281  P       01,01,13076,392281,BLUE
392297  P       17,17,13076,392297,GOLD
392299  P       19,19,13076,392299,RED
392321  P       11,11,13077,392321,RED
392333  P       23,23,13077,392333,GREEN
392339  P       29,29,13077,392339,BLUE
392347  P       07,07,13078,392347,GREEN
392351  P       11,11,13078,392351,RED
392363  P       23,23,13078,392363,GREEN
392383  P       13,13,13079,392383,GOLD
392389  P       19,19,13079,392389,RED
392423  P       23,23,13080,392423,GREEN
392437  P       07,07,13081,392437,GREEN
392443  P       13,13,13081,392443,GOLD
392467  P       07,07,13082,392467,GREEN
392473  P       13,13,13082,392473,GOLD
392477  P       17,17,13082,392477,GOLD
392489  P       29,29,13082,392489,BLUE
392503  P       13,13,13083,392503,GOLD
392519  P       29,29,13083,392519,BLUE
392531  P       11,11,13084,392531,RED
392543  P       23,23,13084,392543,GREEN
392549  P       29,29,13084,392549,BLUE
392569  P       19,19,13085,392569,RED
392593  P       13,13,13086,392593,GOLD
392599  P       19,19,13086,392599,RED
392611  P       01,01,13087,392611,BLUE
392629  P       19,19,13087,392629,RED
392647  P       07,07,13088,392647,GREEN
392663  P       23,23,13088,392663,GREEN
392669  P       29,29,13088,392669,BLUE
392699  P       29,29,13089,392699,BLUE
392723  P       23,23,13090,392723,GREEN
392737  P       07,07,13091,392737,GREEN
392741  P       11,11,13091,392741,RED
392759  P       29,29,13091,392759,BLUE
392761  P       01,01,13092,392761,BLUE
392767  P       07,07,13092,392767,GREEN
392803  P       13,13,13093,392803,GOLD
392807  P       17,17,13093,392807,GOLD
392809  P       19,19,13093,392809,RED
392827  P       07,07,13094,392827,GREEN
392831  P       11,11,13094,392831,RED
392837  P       17,17,13094,392837,GOLD
392849  P       29,29,13094,392849,BLUE
392851  P       01,01,13095,392851,BLUE
392857  P       07,07,13095,392857,GREEN
392879  P       29,29,13095,392879,BLUE
392893  P       13,13,13096,392893,GOLD
392911  P       01,01,13097,392911,BLUE
392923  P       13,13,13097,392923,GOLD
392927  P       17,17,13097,392927,GOLD
392929  P       19,19,13097,392929,RED
392957  P       17,17,13098,392957,GOLD
392963  P       23,23,13098,392963,GREEN
392969  P       29,29,13098,392969,BLUE
392981  P       11,11,13099,392981,RED
392983  P       13,13,13099,392983,GOLD
393007  P       07,07,13100,393007,GREEN
393013  P       13,13,13100,393013,GOLD
393017  P       17,17,13100,393017,GOLD
393031  P       01,01,13101,393031,BLUE
393059  P       29,29,13101,393059,BLUE
393073  P       13,13,13102,393073,GOLD
393077  P       17,17,13102,393077,GOLD
393079  P       19,19,13102,393079,RED
393083  P       23,23,13102,393083,GREEN
393097  P       07,07,13103,393097,GREEN
393103  P       13,13,13103,393103,GOLD
393109  P       19,19,13103,393109,RED
393121  P       01,01,13104,393121,BLUE
393137  P       17,17,13104,393137,GOLD
393143  P       23,23,13104,393143,GREEN
393157  P       07,07,13105,393157,GREEN
393161  P       11,11,13105,393161,RED
393181  P       01,01,13106,393181,BLUE
393187  P       07,07,13106,393187,GREEN
393191  P       11,11,13106,393191,RED
393203  P       23,23,13106,393203,GREEN
393209  P       29,29,13106,393209,BLUE
393241  P       01,01,13108,393241,BLUE
393247  P       07,07,13108,393247,GREEN
393257  P       17,17,13108,393257,GOLD
393271  P       01,01,13109,393271,BLUE
393287  P       17,17,13109,393287,GOLD
393299  P       29,29,13109,393299,BLUE
393301  P       01,01,13110,393301,BLUE
393311  P       11,11,13110,393311,RED
393331  P       01,01,13111,393331,BLUE
393361  P       01,01,13112,393361,BLUE
393373  P       13,13,13112,393373,GOLD
393377  P       17,17,13112,393377,GOLD
393383  P       23,23,13112,393383,GREEN
393401  P       11,11,13113,393401,RED
393403  P       13,13,13113,393403,GOLD
393413  P       23,23,13113,393413,GREEN
393451  P       01,01,13115,393451,BLUE
393473  P       23,23,13115,393473,GREEN
393479  P       29,29,13115,393479,BLUE
393487  P       07,07,13116,393487,GREEN
393517  P       07,07,13117,393517,GREEN
393521  P       11,11,13117,393521,RED
393539  P       29,29,13117,393539,BLUE
393541  P       01,01,13118,393541,BLUE
393551  P       11,11,13118,393551,RED
393557  P       17,17,13118,393557,GOLD
393571  P       01,01,13119,393571,BLUE
393577  P       07,07,13119,393577,GREEN
393581  P       11,11,13119,393581,RED
393583  P       13,13,13119,393583,GOLD
393587  P       17,17,13119,393587,GOLD
393593  P       23,23,13119,393593,GREEN
393611  P       11,11,13120,393611,RED
393629  P       29,29,13120,393629,BLUE
393637  P       07,07,13121,393637,GREEN
393649  P       19,19,13121,393649,RED
393667  P       07,07,13122,393667,GREEN
393671  P       11,11,13122,393671,RED
393677  P       17,17,13122,393677,GOLD
393683  P       23,23,13122,393683,GREEN
393697  P       07,07,13123,393697,GREEN
393709  P       19,19,13123,393709,RED
393713  P       23,23,13123,393713,GREEN
393721  P       01,01,13124,393721,BLUE
393727  P       07,07,13124,393727,GREEN
393739  P       19,19,13124,393739,RED
393749  P       29,29,13124,393749,BLUE
393761  P       11,11,13125,393761,RED
393779  P       29,29,13125,393779,BLUE
393797  P       17,17,13126,393797,GOLD
393847  P       07,07,13128,393847,GREEN
393853  P       13,13,13128,393853,GOLD
393857  P       17,17,13128,393857,GOLD
393859  P       19,19,13128,393859,RED
393863  P       23,23,13128,393863,GREEN
393871  P       01,01,13129,393871,BLUE
393901  P       01,01,13130,393901,BLUE
393919  P       19,19,13130,393919,RED
393929  P       29,29,13130,393929,BLUE
393931  P       01,01,13131,393931,BLUE
393947  P       17,17,13131,393947,GOLD
393961  P       01,01,13132,393961,BLUE
393977  P       17,17,13132,393977,GOLD
393989  P       29,29,13132,393989,BLUE
393997  P       07,07,13133,393997,GREEN
394007  P       17,17,13133,394007,GOLD
394019  P       29,29,13133,394019,BLUE
394039  P       19,19,13134,394039,RED
394049  P       29,29,13134,394049,BLUE
394063  P       13,13,13135,394063,GOLD
394073  P       23,23,13135,394073,GREEN
394099  P       19,19,13136,394099,RED
394123  P       13,13,13137,394123,GOLD
394129  P       19,19,13137,394129,RED
394153  P       13,13,13138,394153,GOLD
394157  P       17,17,13138,394157,GOLD
394169  P       29,29,13138,394169,BLUE
394187  P       17,17,13139,394187,GOLD
394201  P       01,01,13140,394201,BLUE
394211  P       11,11,13140,394211,RED
394223  P       23,23,13140,394223,GREEN
394241  P       11,11,13141,394241,RED
394249  P       19,19,13141,394249,RED
394259  P       29,29,13141,394259,BLUE
394271  P       11,11,13142,394271,RED
394291  P       01,01,13143,394291,BLUE
394319  P       29,29,13143,394319,BLUE
394327  P       07,07,13144,394327,GREEN
394357  P       07,07,13145,394357,GREEN
394363  P       13,13,13145,394363,GOLD
394367  P       17,17,13145,394367,GOLD
394369  P       19,19,13145,394369,RED
394393  P       13,13,13146,394393,GOLD
394409  P       29,29,13146,394409,BLUE
394411  P       01,01,13147,394411,BLUE
394453  P       13,13,13148,394453,GOLD
394481  P       11,11,13149,394481,RED
394489  P       19,19,13149,394489,RED
394501  P       01,01,13150,394501,BLUE
394507  P       07,07,13150,394507,GREEN
394523  P       23,23,13150,394523,GREEN
394529  P       29,29,13150,394529,BLUE
394549  P       19,19,13151,394549,RED
394571  P       11,11,13152,394571,RED
394577  P       17,17,13152,394577,GOLD
394579  P       19,19,13152,394579,RED
394601  P       11,11,13153,394601,RED
394619  P       29,29,13153,394619,BLUE
394631  P       11,11,13154,394631,RED
394633  P       13,13,13154,394633,GOLD
394637  P       17,17,13154,394637,GOLD
394643  P       23,23,13154,394643,GREEN
394673  P       23,23,13155,394673,GREEN
394699  P       19,19,13156,394699,RED
394717  P       07,07,13157,394717,GREEN
394721  P       11,11,13157,394721,RED
394727  P       17,17,13157,394727,GOLD
394729  P       19,19,13157,394729,RED
394733  P       23,23,13157,394733,GREEN
394739  P       29,29,13157,394739,BLUE
394747  P       07,07,13158,394747,GREEN
394759  P       19,19,13158,394759,RED
394787  P       17,17,13159,394787,GOLD
394811  P       11,11,13160,394811,RED
394813  P       13,13,13160,394813,GOLD
394817  P       17,17,13160,394817,GOLD
394819  P       19,19,13160,394819,RED
394829  P       29,29,13160,394829,BLUE
394837  P       07,07,13161,394837,GREEN
394861  P       01,01,13162,394861,BLUE
394879  P       19,19,13162,394879,RED
394897  P       07,07,13163,394897,GREEN
394931  P       11,11,13164,394931,RED
394943  P       23,23,13164,394943,GREEN
394963  P       13,13,13165,394963,GOLD
394967  P       17,17,13165,394967,GOLD
394969  P       19,19,13165,394969,RED
394981  P       01,01,13166,394981,BLUE
394987  P       07,07,13166,394987,GREEN
394993  P       13,13,13166,394993,GOLD
395023  P       13,13,13167,395023,GOLD
395027  P       17,17,13167,395027,GOLD
395039  P       29,29,13167,395039,BLUE
395047  P       07,07,13168,395047,GREEN
395069  P       29,29,13168,395069,BLUE
395089  P       19,19,13169,395089,RED
395093  P       23,23,13169,395093,GREEN
395107  P       07,07,13170,395107,GREEN
395111  P       11,11,13170,395111,RED
395113  P       13,13,13170,395113,GOLD
395119  P       19,19,13170,395119,RED
395137  P       07,07,13171,395137,GREEN
395141  P       11,11,13171,395141,RED
395147  P       17,17,13171,395147,GOLD
395159  P       29,29,13171,395159,BLUE
395173  P       13,13,13172,395173,GOLD
395189  P       29,29,13172,395189,BLUE
395191  P       01,01,13173,395191,BLUE
395201  P       11,11,13173,395201,RED
395231  P       11,11,13174,395231,RED
395243  P       23,23,13174,395243,GREEN
395251  P       01,01,13175,395251,BLUE
395261  P       11,11,13175,395261,RED
395273  P       23,23,13175,395273,GREEN
395287  P       07,07,13176,395287,GREEN
395293  P       13,13,13176,395293,GOLD
395303  P       23,23,13176,395303,GREEN
395309  P       29,29,13176,395309,BLUE
395321  P       11,11,13177,395321,RED
395323  P       13,13,13177,395323,GOLD
395377  P       07,07,13179,395377,GREEN
395383  P       13,13,13179,395383,GOLD
395407  P       07,07,13180,395407,GREEN
395429  P       29,29,13180,395429,BLUE
395431  P       01,01,13181,395431,BLUE
395443  P       13,13,13181,395443,GOLD
395449  P       19,19,13181,395449,RED
395453  P       23,23,13181,395453,GREEN
395459  P       29,29,13181,395459,BLUE
395491  P       01,01,13183,395491,BLUE
395509  P       19,19,13183,395509,RED
395513  P       23,23,13183,395513,GREEN
395533  P       13,13,13184,395533,GOLD
395537  P       17,17,13184,395537,GOLD
395543  P       23,23,13184,395543,GREEN
395581  P       01,01,13186,395581,BLUE
395597  P       17,17,13186,395597,GOLD
395611  P       01,01,13187,395611,BLUE
395621  P       11,11,13187,395621,RED
395627  P       17,17,13187,395627,GOLD
395657  P       17,17,13188,395657,GOLD
395671  P       01,01,13189,395671,BLUE
395677  P       07,07,13189,395677,GREEN
395687  P       17,17,13189,395687,GOLD
395701  P       01,01,13190,395701,BLUE
395719  P       19,19,13190,395719,RED
395737  P       07,07,13191,395737,GREEN
395741  P       11,11,13191,395741,RED
395749  P       19,19,13191,395749,RED
395767  P       07,07,13192,395767,GREEN
395803  P       13,13,13193,395803,GOLD
395849  P       29,29,13194,395849,BLUE
395851  P       01,01,13195,395851,BLUE
395873  P       23,23,13195,395873,GREEN
395887  P       07,07,13196,395887,GREEN
395891  P       11,11,13196,395891,RED
395897  P       17,17,13196,395897,GOLD
395909  P       29,29,13196,395909,BLUE
395921  P       11,11,13197,395921,RED
395953  P       13,13,13198,395953,GOLD
395959  P       19,19,13198,395959,RED
395971  P       01,01,13199,395971,BLUE
396001  P       01,01,13200,396001,BLUE
396029  P       29,29,13200,396029,BLUE
396031  P       01,01,13201,396031,BLUE
396041  P       11,11,13201,396041,RED
396043  P       13,13,13201,396043,GOLD
396061  P       01,01,13202,396061,BLUE
396079  P       19,19,13202,396079,RED
396091  P       01,01,13203,396091,BLUE
396103  P       13,13,13203,396103,GOLD
396107  P       17,17,13203,396107,GOLD
396119  P       29,29,13203,396119,BLUE
396157  P       07,07,13205,396157,GREEN
396173  P       23,23,13205,396173,GREEN
396181  P       01,01,13206,396181,BLUE
396197  P       17,17,13206,396197,GOLD
396199  P       19,19,13206,396199,RED
396203  P       23,23,13206,396203,GREEN
396217  P       07,07,13207,396217,GREEN
396239  P       29,29,13207,396239,BLUE
396247  P       07,07,13208,396247,GREEN
396259  P       19,19,13208,396259,RED
396269  P       29,29,13208,396269,BLUE
396293  P       23,23,13209,396293,GREEN
396299  P       29,29,13209,396299,BLUE
396301  P       01,01,13210,396301,BLUE
396311  P       11,11,13210,396311,RED
396323  P       23,23,13210,396323,GREEN
396349  P       19,19,13211,396349,RED
396353  P       23,23,13211,396353,GREEN
396373  P       13,13,13212,396373,GOLD
396377  P       17,17,13212,396377,GOLD
396379  P       19,19,13212,396379,RED
396413  P       23,23,13213,396413,GREEN
396427  P       07,07,13214,396427,GREEN
396437  P       17,17,13214,396437,GOLD
396443  P       23,23,13214,396443,GREEN
396449  P       29,29,13214,396449,BLUE
396479  P       29,29,13215,396479,BLUE
396509  P       29,29,13216,396509,BLUE
396523  P       13,13,13217,396523,GOLD
396527  P       17,17,13217,396527,GOLD
396533  P       23,23,13217,396533,GREEN
396541  P       01,01,13218,396541,BLUE
396547  P       07,07,13218,396547,GREEN
396563  P       23,23,13218,396563,GREEN
396577  P       07,07,13219,396577,GREEN
396581  P       11,11,13219,396581,RED
396601  P       01,01,13220,396601,BLUE
396619  P       19,19,13220,396619,RED
396623  P       23,23,13220,396623,GREEN
396629  P       29,29,13220,396629,BLUE
396631  P       01,01,13221,396631,BLUE
396637  P       07,07,13221,396637,GREEN
396647  P       17,17,13221,396647,GOLD
396667  P       07,07,13222,396667,GREEN
396679  P       19,19,13222,396679,RED
396703  P       13,13,13223,396703,GOLD
396709  P       19,19,13223,396709,RED
396713  P       23,23,13223,396713,GREEN
396719  P       29,29,13223,396719,BLUE
396733  P       13,13,13224,396733,GOLD
396833  P       23,23,13227,396833,GREEN
396871  P       01,01,13229,396871,BLUE
396881  P       11,11,13229,396881,RED
396883  P       13,13,13229,396883,GOLD
396887  P       17,17,13229,396887,GOLD
396919  P       19,19,13230,396919,RED
396931  P       01,01,13231,396931,BLUE
396937  P       07,07,13231,396937,GREEN
396943  P       13,13,13231,396943,GOLD
396947  P       17,17,13231,396947,GOLD
396953  P       23,23,13231,396953,GREEN
396971  P       11,11,13232,396971,RED
396983  P       23,23,13232,396983,GREEN
396997  P       07,07,13233,396997,GREEN
397013  P       23,23,13233,397013,GREEN
397027  P       07,07,13234,397027,GREEN
397037  P       17,17,13234,397037,GOLD
397051  P       01,01,13235,397051,BLUE
397057  P       07,07,13235,397057,GREEN
397063  P       13,13,13235,397063,GOLD
397073  P       23,23,13235,397073,GREEN
397093  P       13,13,13236,397093,GOLD
397099  P       19,19,13236,397099,RED
397127  P       17,17,13237,397127,GOLD
397151  P       11,11,13238,397151,RED
397153  P       13,13,13238,397153,GOLD
397181  P       11,11,13239,397181,RED
397183  P       13,13,13239,397183,GOLD
397211  P       11,11,13240,397211,RED
397217  P       17,17,13240,397217,GOLD
397223  P       23,23,13240,397223,GREEN
397237  P       07,07,13241,397237,GREEN
397253  P       23,23,13241,397253,GREEN
397259  P       29,29,13241,397259,BLUE
397283  P       23,23,13242,397283,GREEN
397289  P       29,29,13242,397289,BLUE
397297  P       07,07,13243,397297,GREEN
397301  P       11,11,13243,397301,RED
397303  P       13,13,13243,397303,GOLD
397337  P       17,17,13244,397337,GOLD
397351  P       01,01,13245,397351,BLUE
397357  P       07,07,13245,397357,GREEN
397361  P       11,11,13245,397361,RED
397373  P       23,23,13245,397373,GREEN
397379  P       29,29,13245,397379,BLUE
397427  P       17,17,13247,397427,GOLD
397429  P       19,19,13247,397429,RED
397433  P       23,23,13247,397433,GREEN
397459  P       19,19,13248,397459,RED
397469  P       29,29,13248,397469,BLUE
397489  P       19,19,13249,397489,RED
397493  P       23,23,13249,397493,GREEN
397517  P       17,17,13250,397517,GOLD
397519  P       19,19,13250,397519,RED
397541  P       11,11,13251,397541,RED
397543  P       13,13,13251,397543,GOLD
397547  P       17,17,13251,397547,GOLD
397549  P       19,19,13251,397549,RED
397567  P       07,07,13252,397567,GREEN
397589  P       29,29,13252,397589,BLUE
397591  P       01,01,13253,397591,BLUE
397597  P       07,07,13253,397597,GREEN
397633  P       13,13,13254,397633,GOLD
397643  P       23,23,13254,397643,GREEN
397673  P       23,23,13255,397673,GREEN
397687  P       07,07,13256,397687,GREEN
397697  P       17,17,13256,397697,GOLD
397721  P       11,11,13257,397721,RED
397723  P       13,13,13257,397723,GOLD
397729  P       19,19,13257,397729,RED
397751  P       11,11,13258,397751,RED
397753  P       13,13,13258,397753,GOLD
397757  P       17,17,13258,397757,GOLD
397759  P       19,19,13258,397759,RED
397763  P       23,23,13258,397763,GREEN
397799  P       29,29,13259,397799,BLUE
397807  P       07,07,13260,397807,GREEN
397811  P       11,11,13260,397811,RED
397829  P       29,29,13260,397829,BLUE
397849  P       19,19,13261,397849,RED
397867  P       07,07,13262,397867,GREEN
397897  P       07,07,13263,397897,GREEN
397907  P       17,17,13263,397907,GOLD
397921  P       01,01,13264,397921,BLUE
397939  P       19,19,13264,397939,RED
397951  P       01,01,13265,397951,BLUE
397963  P       13,13,13265,397963,GOLD
397973  P       23,23,13265,397973,GREEN
397981  P       01,01,13266,397981,BLUE
398011  P       01,01,13267,398011,BLUE
398023  P       13,13,13267,398023,GOLD
398029  P       19,19,13267,398029,RED
398033  P       23,23,13267,398033,GREEN
398039  P       29,29,13267,398039,BLUE
398053  P       13,13,13268,398053,GOLD
398059  P       19,19,13268,398059,RED
398063  P       23,23,13268,398063,GREEN
398077  P       07,07,13269,398077,GREEN
398087  P       17,17,13269,398087,GOLD
398113  P       13,13,13270,398113,GOLD
